ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Key-term
T63062D,"Toxic effect of venom of other North and South American snake, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63072A,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63072D,"Toxic effect of venom of other Australian snake, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63082A,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63082D,"Toxic effect of venom of other African and Asian snake, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63092A,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63092D,"Toxic effect of venom of other snake, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63112A,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63112D,"Toxic effect of venom of gila monster, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63122D,"Toxic effect of venom of other venomous lizard, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63192D,"Toxic effect of venom of other reptiles, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T632X2D,"Toxic effect of venom of scorpion, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63302D,"Toxic effect of unspecified spider venom, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63312D,"Toxic effect of venom of black widow spider, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63322D,"Toxic effect of venom of tarantula, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63332D,"Toxic effect of venom of brown recluse spider, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63392D,"Toxic effect of venom of other spider, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63412D,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63422A,"Toxic effect of venom of ants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63422D,"Toxic effect of venom of ants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63432A,"Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63432D,"Toxic effect of venom of caterpillars, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63442A,"Toxic effect of venom of bees, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63442D,"Toxic effect of venom of bees, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63452A,"Toxic effect of venom of hornets, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63452D,"Toxic effect of venom of hornets, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63462A,"Toxic effect of venom of wasps, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63462D,"Toxic effect of venom of wasps, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63482A,"Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63482D,"Toxic effect of venom of other arthropod, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63512A,"Toxic effect of contact with stingray, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63512D,"Toxic effect of contact with stingray, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63592A,"Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63592D,"Toxic effect of contact with other venomous fish, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63612A,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63612D,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63622A,"Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63622D,"Toxic effect of contact with other jellyfish, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63632A,"Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63632D,"Toxic effect of contact with sea anemone, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63692A,"Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63692D,"Toxic effect of contact with other venomous marine animals, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63712A,"Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63712D,"Toxic effect of contact with venomous marine plant, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63792A,"Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63792D,"Toxic effect of contact with other venomous plant, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63812A,"Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T63812D,"Toxic effect of contact with venomous frog, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
