ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition
T2130XD,"Burn of third degree of trunk, unspecified site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2131XA,"Burn of third degree of chest wall, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2131XD,"Burn of third degree of chest wall, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2132XA,"Burn of third degree of abdominal wall, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2132XD,"Burn of third degree of abdominal wall, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2133XA,"Burn of third degree of upper back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2133XD,"Burn of third degree of upper back, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2134XA,"Burn of third degree of lower back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2134XD,"Burn of third degree of lower back, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2135XA,"Burn of third degree of buttock, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2135XD,"Burn of third degree of buttock, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2136XA,"Burn of third degree of male genital region, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2136XD,"Burn of third degree of male genital region, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2137XA,"Burn of third degree of female genital region, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2137XD,"Burn of third degree of female genital region, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2139XA,"Burn of third degree of other site of trunk, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2139XD,"Burn of third degree of other site of trunk, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2140XA,"Corrosion of unsp degree of trunk, unsp site, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2140XD,"Corrosion of unsp degree of trunk, unsp site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2141XA,"Corrosion of unspecified degree of chest wall, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2141XD,"Corrosion of unspecified degree of chest wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2142XA,"Corrosion of unsp degree of abdominal wall, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2142XD,"Corrosion of unsp degree of abdominal wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2143XA,"Corrosion of unspecified degree of upper back, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2143XD,"Corrosion of unspecified degree of upper back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2144XA,"Corrosion of unspecified degree of lower back, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2144XD,"Corrosion of unspecified degree of lower back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2145XA,"Corrosion of unspecified degree of buttock, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2145XD,"Corrosion of unspecified degree of buttock, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2146XA,"Corrosion of unsp degree of male genital region, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2146XD,"Corrosion of unsp degree of male genital region, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2147XA,"Corrosion of unsp degree of female genital region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2147XD,"Corrosion of unsp degree of female genital region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2149XA,"Corrosion of unsp degree of other site of trunk, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2149XD,"Corrosion of unsp degree of other site of trunk, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2150XA,"Corrosion of first degree of trunk, unsp site, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2150XD,"Corrosion of first degree of trunk, unsp site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2151XA,"Corrosion of first degree of chest wall, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2151XD,"Corrosion of first degree of chest wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2152XA,"Corrosion of first degree of abdominal wall, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2152XD,"Corrosion of first degree of abdominal wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2153XA,"Corrosion of first degree of upper back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2153XD,"Corrosion of first degree of upper back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2154XA,"Corrosion of first degree of lower back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2154XD,"Corrosion of first degree of lower back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2155XA,"Corrosion of first degree of buttock, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2155XD,"Corrosion of first degree of buttock, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2156XA,"Corrosion of first degree of male genital region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2156XD,"Corrosion of first degree of male genital region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2157XA,"Corrosion of first degree of female genital region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2157XD,"Corrosion of first degree of female genital region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2159XA,"Corrosion of first degree of oth site of trunk, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2159XD,"Corrosion of first degree of oth site of trunk, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2160XA,"Corrosion of second degree of trunk, unsp site, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2160XD,"Corrosion of second degree of trunk, unsp site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2161XA,"Corrosion of second degree of chest wall, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2161XD,"Corrosion of second degree of chest wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2162XA,"Corrosion of second degree of abdominal wall, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2162XD,"Corrosion of second degree of abdominal wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2163XA,"Corrosion of second degree of upper back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2163XD,"Corrosion of second degree of upper back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2164XA,"Corrosion of second degree of lower back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2164XD,"Corrosion of second degree of lower back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2165XA,"Corrosion of second degree of buttock, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2165XD,"Corrosion of second degree of buttock, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2166XA,"Corrosion of second degree of male genital region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2166XD,"Corrosion of second degree of male genital region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2167XA,"Corrosion of second degree of female genital region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2167XD,"Corrosion of second degree of female genital region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2169XA,"Corrosion of second degree of oth site of trunk, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2169XD,"Corrosion of second degree of oth site of trunk, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2170XA,"Corrosion of third degree of trunk, unsp site, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2170XD,"Corrosion of third degree of trunk, unsp site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2171XA,"Corrosion of third degree of chest wall, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2171XD,"Corrosion of third degree of chest wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2172XA,"Corrosion of third degree of abdominal wall, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2172XD,"Corrosion of third degree of abdominal wall, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2173XA,"Corrosion of third degree of upper back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2173XD,"Corrosion of third degree of upper back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2174XA,"Corrosion of third degree of lower back, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2174XD,"Corrosion of third degree of lower back, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2175XA,"Corrosion of third degree of buttock, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2175XD,"Corrosion of third degree of buttock, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2176XA,"Corrosion of third degree of male genital region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2176XD,"Corrosion of third degree of male genital region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2177XA,"Corrosion of third degree of female genital region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2177XD,"Corrosion of third degree of female genital region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2179XA,"Corrosion of third degree of oth site of trunk, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2179XD,"Corrosion of third degree of oth site of trunk, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2200XA,"Burn unsp deg of shldr/up lmb, ex wrs/hnd, unsp site, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2200XD,"Burn unsp deg of shldr/up lmb, ex wrs/hnd, unsp site, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22011A,"Burn of unspecified degree of right forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22011D,"Burn of unspecified degree of right forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22012A,"Burn of unspecified degree of left forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22012D,"Burn of unspecified degree of left forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22019A,"Burn of unsp degree of unspecified forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
