ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Foreign body
X013XXD,"Fall due to uncontrolled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X013XXS,"Fall due to uncontrolled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X014XXA,"Hit by object due to uncontrolled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X014XXA,"Hit by object due to uncontrolled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X014XXD,"Hit by object due to uncontrolled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X014XXS,"Hit by object due to uncontrolled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X018XXA,"Other exposure to uncontrolled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X018XXA,"Other exposure to uncontrolled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X018XXD,"Oth exposure to uncontrolled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X018XXS,"Oth exposure to uncontrolled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X020XXA,"Exposure to flames in controlled fire in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X020XXA,"Exposure to flames in controlled fire in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X020XXD,"Exposure to flames in controlled fire in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X020XXS,"Exposure to flames in controlled fire in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X021XXA,"Exposure to smoke in controlled fire in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X021XXA,"Exposure to smoke in controlled fire in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X021XXD,"Exposure to smoke in controlled fire in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X021XXS,"Exposure to smoke in controlled fire in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X022XXA,"Injury due to collapse of burning building or structure in controlled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X022XXA,"Injury due to collapse of burning building or structure in controlled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X022XXD,"Injury due to collapse of burning bldg in ctrl fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X022XXS,"Injury due to collapse of burning bldg in ctrl fire, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X023XXA,"Fall from burning building or structure in controlled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X023XXA,"Fall from burning building or structure in controlled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X023XXD,"Fall from burning bldg in controlled fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X023XXS,"Fall from burning bldg in controlled fire, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X024XXA,"Hit by object from burning building or structure in controlled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X024XXA,"Hit by object from burning building or structure in controlled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X024XXD,"Hit by object from burning bldg in controlled fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X024XXS,"Hit by object from burning bldg in controlled fire, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X025XXA,"Jump from burning building or structure in controlled fire, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X025XXA,"Jump from burning building or structure in controlled fire, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X025XXD,"Jump from burning bldg in controlled fire, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X025XXS,"Jump from burning bldg in controlled fire, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X028XXA,"Other exposure to controlled fire in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X028XXA,"Other exposure to controlled fire in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X028XXD,"Oth exposure to controlled fire in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X028XXS,"Oth exposure to controlled fire in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X030XXA,"Exposure to flames in controlled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X030XXA,"Exposure to flames in controlled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X030XXD,"Exposure to flames in controlled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X030XXS,"Exposure to flames in controlled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X031XXA,"Exposure to smoke in controlled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X031XXA,"Exposure to smoke in controlled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X031XXD,"Exposure to smoke in controlled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X031XXS,"Exposure to smoke in controlled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X033XXA,"Fall due to controlled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X033XXA,"Fall due to controlled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X033XXD,"Fall due to controlled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X033XXS,"Fall due to controlled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X034XXA,"Hit by object due to controlled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X034XXA,"Hit by object due to controlled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X034XXD,"Hit by object due to controlled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X034XXS,"Hit by object due to controlled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X038XXA,"Other exposure to controlled fire, not in building or structure, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X038XXA,"Other exposure to controlled fire, not in building or structure, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X038XXD,"Oth exposure to controlled fire, not in bldg, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X038XXS,"Oth exposure to controlled fire, not in bldg, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X04XXXA,"Exposure to ignition of highly flammable material, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X04XXXA,"Exposure to ignition of highly flammable material, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X04XXXD,"Exposure to ignition of highly flammable material, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X04XXXS,"Exposure to ignition of highly flammable material, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X05XXXA,"Exposure to ignition or melting of nightwear, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X05XXXA,"Exposure to ignition or melting of nightwear, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X05XXXD,"Exposure to ignition or melting of nightwear, subs encntr",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X05XXXS,"Exposure to ignition or melting of nightwear, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X060XXA,"Exposure to ignition of plastic jewelry, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X060XXA,"Exposure to ignition of plastic jewelry, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X060XXD,"Exposure to ignition of plastic jewelry, subs encntr",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X060XXS,"Exposure to ignition of plastic jewelry, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X061XXA,"Exposure to melting of plastic jewelry, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X061XXA,"Exposure to melting of plastic jewelry, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X061XXD,"Exposure to melting of plastic jewelry, subsequent encounter",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X061XXS,"Exposure to melting of plastic jewelry, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X062XXA,"Exposure to ignition of other clothing and apparel, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X062XXA,"Exposure to ignition of other clothing and apparel, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X062XXD,"Exposure to ignition of oth clothing and apparel, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X062XXS,"Exposure to ignition of other clothing and apparel, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X063XXA,"Exposure to melting of other clothing and apparel, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X063XXA,"Exposure to melting of other clothing and apparel, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X063XXD,"Exposure to melting of oth clothing and apparel, subs encntr",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X063XXS,"Exposure to melting of other clothing and apparel, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X0800XA,"Exposure to bed fire due to unspecified burning material, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X0800XA,"Exposure to bed fire due to unspecified burning material, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X0800XD,"Exposure to bed fire due to unsp burning material, subs",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
X0800XS,"Exposure to bed fire due to unsp burning material, sequela",EXT030,External cause codes: sequela,Y,0 Not Applicable,NULL
X0801XA,"Exposure to bed fire due to burning cigarette, initial encounter",EXT004,External cause codes: fire/burn; initial encounter,X,0 Invalid PDX,NULL
X0801XA,"Exposure to bed fire due to burning cigarette, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",X,0 Invalid PDX,NULL
X0801XD,"Exposure to bed fire due to burning cigarette, subs encntr",EXT029,External cause codes: subsequent encounter,Y,0 Not Applicable,NULL
