ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Comment
F07Z8ZZ,Transfer Training Treatment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9CZ,Gait Training/Ambulat Treatment using Mech Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9DZ,Gait Training/Ambulat Trmt w Electrotherap Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9EZ,Gait Training/Functional Ambulation Treatment using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9FZ,Gait Training/Ambulat Treatment using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9GZ,Gait Training/Ambulat Treatment using Aerobic Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9UZ,Gait Training/Ambulat Treatment using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9YZ,Gait Training/Ambulat Treatment using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F07Z9ZZ,Gait Training/Functional Ambulation Treatment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F08D5BZ,"Wound Mgmt Trmt Integu Head, Neck w Physical Agent",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08D5CZ,"Wound Mgmt Trmt Integu Head, Neck w Mech Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08D5DZ,"Wound Mgmt Trmt Integu Head, Neck w Electrotherap Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08D5EZ,"Wound Mgmt Treatment of Integu Head, Neck using Orthosis",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08D5FZ,"Wound Mgmt Trmt Integu Head, Neck w Assist Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08D5UZ,"Wound Mgmt Treatment of Integu Head, Neck using Prosthesis",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08D5YZ,"Wound Mgmt Treatment of Integu Head, Neck using Oth Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08D5ZZ,"Wound Management Treatment of Integu Head, Neck",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08F5BZ,Wound Mgmt Trmt Integu Up Back/UE w Physical Agent,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08F5CZ,Wound Mgmt Trmt Integu Up Back/UE w Mech Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
DB10BCZ,LDR Brachytherapy of Trachea using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB10BYZ,LDR Brachytherapy of Trachea using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB1197Z,HDR Brachytherapy of Bronchus using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB1198Z,HDR Brachytherapy of Bronchus using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB1199Z,HDR Brachytherapy of Bronchus using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB119BZ,HDR Brachytherapy of Bronchus using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB119CZ,HDR Brachytherapy of Bronchus using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB119YZ,HDR Brachytherapy of Bronchus using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB11B7Z,LDR Brachytherapy of Bronchus using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB11B8Z,LDR Brachytherapy of Bronchus using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB11B9Z,LDR Brachytherapy of Bronchus using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB11BBZ,LDR Brachytherapy of Bronchus using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB11BCZ,LDR Brachytherapy of Bronchus using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB11BYZ,LDR Brachytherapy of Bronchus using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB1297Z,High Dose Rate (HDR) Brachytherapy of Lung using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB1298Z,High Dose Rate (HDR) Brachytherapy of Lung using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB1299Z,High Dose Rate (HDR) Brachytherapy of Lung using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB129BZ,HDR Brachytherapy of Lung using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB129CZ,HDR Brachytherapy of Lung using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB129YZ,High Dose Rate (HDR) Brachytherapy of Lung using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB12B7Z,Low Dose Rate (LDR) Brachytherapy of Lung using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB12B8Z,Low Dose Rate (LDR) Brachytherapy of Lung using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB12B9Z,Low Dose Rate (LDR) Brachytherapy of Lung using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB12BBZ,LDR Brachytherapy of Lung using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB12BCZ,LDR Brachytherapy of Lung using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB12BYZ,Low Dose Rate (LDR) Brachytherapy of Lung using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB1597Z,HDR Brachytherapy of Pleura using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB1598Z,HDR Brachytherapy of Pleura using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB1599Z,HDR Brachytherapy of Pleura using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB159BZ,HDR Brachytherapy of Pleura using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB159CZ,HDR Brachytherapy of Pleura using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB159YZ,HDR Brachytherapy of Pleura using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB15B7Z,Low Dose Rate (LDR) Brachytherapy of Pleura using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB15B8Z,LDR Brachytherapy of Pleura using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB15B9Z,Low Dose Rate (LDR) Brachytherapy of Pleura using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB15BBZ,LDR Brachytherapy of Pleura using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB15BCZ,LDR Brachytherapy of Pleura using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB15BYZ,LDR Brachytherapy of Pleura using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB1697Z,HDR Brachytherapy of Mediastinum using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB1698Z,HDR Brachytherapy of Mediastinum using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB1699Z,HDR Brachytherapy of Mediastinum using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB169BZ,HDR Brachytherapy of Mediastinum using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB169CZ,HDR Brachytherapy of Mediastinum using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB169YZ,HDR Brachytherapy of Mediastinum using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB16B7Z,LDR Brachytherapy of Mediastinum using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB16B8Z,LDR Brachytherapy of Mediastinum using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB16B9Z,LDR Brachytherapy of Mediastinum using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB16BBZ,LDR Brachytherapy of Mediastinum using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB16BCZ,LDR Brachytherapy of Mediastinum using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB16BYZ,LDR Brachytherapy of Mediastinum using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB1797Z,HDR Brachytherapy of Chest Wall using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB1798Z,HDR Brachytherapy of Chest Wall using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB1799Z,HDR Brachytherapy of Chest Wall using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB179BZ,HDR Brachytherapy of Chest Wall using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB179CZ,HDR Brachytherapy of Chest Wall using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB179YZ,HDR Brachytherapy of Chest Wall using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB17B7Z,LDR Brachytherapy of Chest Wall using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB17B8Z,LDR Brachytherapy of Chest Wall using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB17B9Z,LDR Brachytherapy of Chest Wall using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB17BBZ,LDR Brachytherapy of Chest Wall using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB17BCZ,LDR Brachytherapy of Chest Wall using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB17BYZ,LDR Brachytherapy of Chest Wall using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB1897Z,HDR Brachytherapy of Diaphragm using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB1898Z,HDR Brachytherapy of Diaphragm using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB1899Z,HDR Brachytherapy of Diaphragm using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB189BZ,HDR Brachytherapy of Diaphragm using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB189CZ,HDR Brachytherapy of Diaphragm using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB189YZ,HDR Brachytherapy of Diaphragm using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB18B7Z,LDR Brachytherapy of Diaphragm using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DB18B8Z,LDR Brachytherapy of Diaphragm using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DB18B9Z,LDR Brachytherapy of Diaphragm using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DB18BBZ,LDR Brachytherapy of Diaphragm using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DB18BCZ,LDR Brachytherapy of Diaphragm using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DB18BYZ,LDR Brachytherapy of Diaphragm using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,NULL,Radiation therapy,NULL,NULL,NULL
DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,NULL,Radiation therapy,NULL,NULL,NULL
DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,NULL,Radiation therapy,NULL,NULL,NULL
DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,NULL,Radiation therapy,NULL,NULL,NULL
DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,NULL,Radiation therapy,NULL,NULL,NULL
DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,NULL,Radiation therapy,NULL,NULL,NULL
DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,NULL,Radiation therapy,NULL,NULL,NULL
DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,NULL,Radiation therapy,NULL,NULL,NULL
DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,NULL,Radiation therapy,NULL,NULL,NULL
DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,NULL,Radiation therapy,NULL,NULL,NULL
DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,NULL,Radiation therapy,NULL,NULL,NULL
DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,NULL,Radiation therapy,NULL,NULL,NULL
DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,NULL,Radiation therapy,NULL,NULL,NULL
DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,NULL,Radiation therapy,NULL,NULL,NULL
DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,NULL,Radiation therapy,NULL,NULL,NULL
DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,NULL,Radiation therapy,NULL,NULL,NULL
DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,NULL,Radiation therapy,NULL,NULL,NULL
DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,NULL,Radiation therapy,NULL,NULL,NULL
DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,NULL,Radiation therapy,NULL,NULL,NULL
DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,NULL,Radiation therapy,NULL,NULL,NULL
DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,NULL,Radiation therapy,NULL,NULL,NULL
DBY07ZZ,Contact Radiation of Trachea,NULL,Radiation therapy,NULL,NULL,NULL
DBY08ZZ,Hyperthermia of Trachea,NULL,Radiation therapy,NULL,NULL,NULL
DBY0FZZ,Plaque Radiation of Trachea,NULL,Radiation therapy,NULL,NULL,NULL
DBY0KZZ,Laser Interstitial Thermal Therapy of Trachea,NULL,Radiation therapy,NULL,NULL,NULL
DBY17ZZ,Contact Radiation of Bronchus,NULL,Radiation therapy,NULL,NULL,NULL
DBY18ZZ,Hyperthermia of Bronchus,NULL,Radiation therapy,NULL,NULL,NULL
DBY1FZZ,Plaque Radiation of Bronchus,NULL,Radiation therapy,NULL,NULL,NULL
DBY1KZZ,Laser Interstitial Thermal Therapy of Bronchus,NULL,Radiation therapy,NULL,NULL,NULL
DBY27ZZ,Contact Radiation of Lung,NULL,Radiation therapy,NULL,NULL,NULL
DBY28ZZ,Hyperthermia of Lung,NULL,Radiation therapy,NULL,NULL,NULL
DBY2FZZ,Plaque Radiation of Lung,NULL,Radiation therapy,NULL,NULL,NULL
DBY2KZZ,Laser Interstitial Thermal Therapy of Lung,NULL,Radiation therapy,NULL,NULL,NULL
DBY57ZZ,Contact Radiation of Pleura,NULL,Radiation therapy,NULL,NULL,NULL
DBY58ZZ,Hyperthermia of Pleura,NULL,Radiation therapy,NULL,NULL,NULL
DBY5FZZ,Plaque Radiation of Pleura,NULL,Radiation therapy,NULL,NULL,NULL
DBY5KZZ,Laser Interstitial Thermal Therapy of Pleura,NULL,Radiation therapy,NULL,NULL,NULL
DBY67ZZ,Contact Radiation of Mediastinum,NULL,Radiation therapy,NULL,NULL,NULL
DBY68ZZ,Hyperthermia of Mediastinum,NULL,Radiation therapy,NULL,NULL,NULL
DBY6FZZ,Plaque Radiation of Mediastinum,NULL,Radiation therapy,NULL,NULL,NULL
DBY6KZZ,Laser Interstitial Thermal Therapy of Mediastinum,NULL,Radiation therapy,NULL,NULL,NULL
DBY77ZZ,Contact Radiation of Chest Wall,NULL,Radiation therapy,NULL,NULL,NULL
DBY78ZZ,Hyperthermia of Chest Wall,NULL,Radiation therapy,NULL,NULL,NULL
DBY7FZZ,Plaque Radiation of Chest Wall,NULL,Radiation therapy,NULL,NULL,NULL
DBY7KZZ,Laser Interstitial Thermal Therapy of Chest Wall,NULL,Radiation therapy,NULL,NULL,NULL
DBY87ZZ,Contact Radiation of Diaphragm,NULL,Radiation therapy,NULL,NULL,NULL
DBY88ZZ,Hyperthermia of Diaphragm,NULL,Radiation therapy,NULL,NULL,NULL
DBY8FZZ,Plaque Radiation of Diaphragm,NULL,Radiation therapy,NULL,NULL,NULL
DBY8KZZ,Laser Interstitial Thermal Therapy of Diaphragm,NULL,Radiation therapy,NULL,NULL,NULL
DD000ZZ,Beam Radiation of Esophagus using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD001ZZ,Beam Radiation of Esophagus using Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD002ZZ,Beam Radiation of Esophagus using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD003Z0,"Beam Radiation of Esophagus using Electrons, Intraoperative",NULL,Radiation therapy,NULL,NULL,NULL
DD003ZZ,Beam Radiation of Esophagus using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
DD004ZZ,Beam Radiation of Esophagus using Heavy Particles,NULL,Radiation therapy,NULL,NULL,NULL
DD005ZZ,Beam Radiation of Esophagus using Neutrons,NULL,Radiation therapy,NULL,NULL,NULL
DD006ZZ,Beam Radiation of Esophagus using Neutron Capture,NULL,Radiation therapy,NULL,NULL,NULL
DD010ZZ,Beam Radiation of Stomach using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD011ZZ,Beam Radiation of Stomach using Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD012ZZ,Beam Radiation of Stomach using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD013Z0,"Beam Radiation of Stomach using Electrons, Intraoperative",NULL,Radiation therapy,NULL,NULL,NULL
DD013ZZ,Beam Radiation of Stomach using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
DD014ZZ,Beam Radiation of Stomach using Heavy Particles,NULL,Radiation therapy,NULL,NULL,NULL
DD015ZZ,Beam Radiation of Stomach using Neutrons,NULL,Radiation therapy,NULL,NULL,NULL
DD016ZZ,Beam Radiation of Stomach using Neutron Capture,NULL,Radiation therapy,NULL,NULL,NULL
DD020ZZ,Beam Radiation of Duodenum using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD021ZZ,Beam Radiation of Duodenum using Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD022ZZ,Beam Radiation of Duodenum using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DD023Z0,"Beam Radiation of Duodenum using Electrons, Intraoperative",NULL,Radiation therapy,NULL,NULL,NULL
DD023ZZ,Beam Radiation of Duodenum using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
